Starting hyperparameter tuning for b01000-3.txt

---------------- Number_of_checks_greedy_H: 138 ------------------------

Total score: 12972, Elapsed time: 0.28 seconds
H_merge: 250, V_merge: 0
Number_of_checks_greedy_H: 138, Number_of_checks_greedy_V: 0

Total score: 13005, Elapsed time: 0.32 seconds
H_merge: 500, V_merge: 0
Number_of_checks_greedy_H: 138, Number_of_checks_greedy_V: 0

Total score: 13044, Elapsed time: 0.34 seconds
H_merge: 1000, V_merge: 0
Number_of_checks_greedy_H: 138, Number_of_checks_greedy_V: 0

Total score: 13083, Elapsed time: 0.35 seconds
H_merge: 1500, V_merge: 0
Number_of_checks_greedy_H: 138, Number_of_checks_greedy_V: 0

Total score: 13122, Elapsed time: 0.34 seconds
H_merge: 3000, V_merge: 0
Number_of_checks_greedy_H: 138, Number_of_checks_greedy_V: 0

Total score: 13161, Elapsed time: 0.35 seconds
H_merge: 5000, V_merge: 0
Number_of_checks_greedy_H: 138, Number_of_checks_greedy_V: 0

Total score: 13200, Elapsed time: 0.34 seconds
H_merge: 10000, V_merge: 0
Number_of_checks_greedy_H: 138, Number_of_checks_greedy_V: 0

Total score: 13239, Elapsed time: 0.36 seconds
H_merge: 15000, V_merge: 0
Number_of_checks_greedy_H: 138, Number_of_checks_greedy_V: 0

Total score: 13278, Elapsed time: 0.34 seconds
H_merge: 20000, V_merge: 0
Number_of_checks_greedy_H: 138, Number_of_checks_greedy_V: 0

Total score: 13317, Elapsed time: 0.35 seconds
H_merge: 25000, V_merge: 0
Number_of_checks_greedy_H: 138, Number_of_checks_greedy_V: 0

Total score: 13356, Elapsed time: 0.35 seconds
H_merge: 30000, V_merge: 0
Number_of_checks_greedy_H: 138, Number_of_checks_greedy_V: 0

Total score: 13395, Elapsed time: 0.35 seconds
H_merge: 35000, V_merge: 0
Number_of_checks_greedy_H: 138, Number_of_checks_greedy_V: 0

Total score: 13434, Elapsed time: 0.35 seconds
H_merge: 40000, V_merge: 0
Number_of_checks_greedy_H: 138, Number_of_checks_greedy_V: 0

Total score: 13473, Elapsed time: 0.34 seconds
H_merge: 45000, V_merge: 0
Number_of_checks_greedy_H: 138, Number_of_checks_greedy_V: 0

Total score: 13512, Elapsed time: 0.34 seconds
H_merge: 50000, V_merge: 0
Number_of_checks_greedy_H: 138, Number_of_checks_greedy_V: 0

---------------- Number_of_checks_greedy_H: 276 ------------------------

Total score: 13563, Elapsed time: 0.42 seconds
H_merge: 250, V_merge: 0
Number_of_checks_greedy_H: 276, Number_of_checks_greedy_V: 0

Total score: 13620, Elapsed time: 0.51 seconds
H_merge: 500, V_merge: 0
Number_of_checks_greedy_H: 276, Number_of_checks_greedy_V: 0

Total score: 13686, Elapsed time: 0.63 seconds
H_merge: 1000, V_merge: 0
Number_of_checks_greedy_H: 276, Number_of_checks_greedy_V: 0

Total score: 13752, Elapsed time: 0.62 seconds
H_merge: 1500, V_merge: 0
Number_of_checks_greedy_H: 276, Number_of_checks_greedy_V: 0

Total score: 13818, Elapsed time: 0.63 seconds
H_merge: 3000, V_merge: 0
Number_of_checks_greedy_H: 276, Number_of_checks_greedy_V: 0

Total score: 13884, Elapsed time: 0.62 seconds
H_merge: 5000, V_merge: 0
Number_of_checks_greedy_H: 276, Number_of_checks_greedy_V: 0

Total score: 13950, Elapsed time: 0.62 seconds
H_merge: 10000, V_merge: 0
Number_of_checks_greedy_H: 276, Number_of_checks_greedy_V: 0

Total score: 14016, Elapsed time: 0.62 seconds
H_merge: 15000, V_merge: 0
Number_of_checks_greedy_H: 276, Number_of_checks_greedy_V: 0

Total score: 14082, Elapsed time: 0.62 seconds
H_merge: 20000, V_merge: 0
Number_of_checks_greedy_H: 276, Number_of_checks_greedy_V: 0

Total score: 14148, Elapsed time: 0.62 seconds
H_merge: 25000, V_merge: 0
Number_of_checks_greedy_H: 276, Number_of_checks_greedy_V: 0

Total score: 14214, Elapsed time: 0.63 seconds
H_merge: 30000, V_merge: 0
Number_of_checks_greedy_H: 276, Number_of_checks_greedy_V: 0

Total score: 14280, Elapsed time: 0.63 seconds
H_merge: 35000, V_merge: 0
Number_of_checks_greedy_H: 276, Number_of_checks_greedy_V: 0

Total score: 14346, Elapsed time: 0.64 seconds
H_merge: 40000, V_merge: 0
Number_of_checks_greedy_H: 276, Number_of_checks_greedy_V: 0

Total score: 14412, Elapsed time: 0.62 seconds
H_merge: 45000, V_merge: 0
Number_of_checks_greedy_H: 276, Number_of_checks_greedy_V: 0

Total score: 14478, Elapsed time: 0.62 seconds
H_merge: 50000, V_merge: 0
Number_of_checks_greedy_H: 276, Number_of_checks_greedy_V: 0

---------------- Number_of_checks_greedy_H: 414 ------------------------

Total score: 14532, Elapsed time: 0.47 seconds
H_merge: 250, V_merge: 0
Number_of_checks_greedy_H: 414, Number_of_checks_greedy_V: 0

Total score: 14589, Elapsed time: 0.61 seconds
H_merge: 500, V_merge: 0
Number_of_checks_greedy_H: 414, Number_of_checks_greedy_V: 0

Total score: 14667, Elapsed time: 0.87 seconds
H_merge: 1000, V_merge: 0
Number_of_checks_greedy_H: 414, Number_of_checks_greedy_V: 0

Total score: 14745, Elapsed time: 0.86 seconds
H_merge: 1500, V_merge: 0
Number_of_checks_greedy_H: 414, Number_of_checks_greedy_V: 0

Total score: 14823, Elapsed time: 0.86 seconds
H_merge: 3000, V_merge: 0
Number_of_checks_greedy_H: 414, Number_of_checks_greedy_V: 0

Total score: 14901, Elapsed time: 0.86 seconds
H_merge: 5000, V_merge: 0
Number_of_checks_greedy_H: 414, Number_of_checks_greedy_V: 0

Total score: 14979, Elapsed time: 0.85 seconds
H_merge: 10000, V_merge: 0
Number_of_checks_greedy_H: 414, Number_of_checks_greedy_V: 0

Total score: 15057, Elapsed time: 0.87 seconds
H_merge: 15000, V_merge: 0
Number_of_checks_greedy_H: 414, Number_of_checks_greedy_V: 0

Total score: 15135, Elapsed time: 0.86 seconds
H_merge: 20000, V_merge: 0
Number_of_checks_greedy_H: 414, Number_of_checks_greedy_V: 0

Total score: 15213, Elapsed time: 0.87 seconds
H_merge: 25000, V_merge: 0
Number_of_checks_greedy_H: 414, Number_of_checks_greedy_V: 0

Total score: 15291, Elapsed time: 0.87 seconds
H_merge: 30000, V_merge: 0
Number_of_checks_greedy_H: 414, Number_of_checks_greedy_V: 0

Total score: 15369, Elapsed time: 0.87 seconds
H_merge: 35000, V_merge: 0
Number_of_checks_greedy_H: 414, Number_of_checks_greedy_V: 0

Total score: 15447, Elapsed time: 0.85 seconds
H_merge: 40000, V_merge: 0
